NIN-00477038,Aina.NIN00477038@gmail.com,NGX
NIN-00576695,Aisha.NIN00576695@gmail.com,NGX
NIN-00184499,Aishat.NIN00184499@gmail.com,NGX
NIN-00591470,Aishatu.NIN00591470@gmail.com,NGX
NIN-00200711,Ajayi.NIN00200711@gmail.com,NGX
NIN-00857711,Ajoke.NIN00857711@gmail.com,NGX
NIN-00053711,Akeem.NIN00053711@gmail.com,NGX
NIN-00977711,Akpan.NIN00977711@gmail.com,NGX
NIN-00487711,Alaba.NIN00487711@gmail.com,NGX
NIN-00446711,Alasan.NIN00446711@gmail.com,NGX
NIN-00757711,Alex.NIN00757711@gmail.com,NGX
NIN-00592538,Alexander.NIN00592538@gmail.com,NGX
NIN-00523711,Alfred.NIN00523711@gmail.com,NGX
NIN-00188711,Alh.NIN00188711@gmail.com,NGX
NIN-00972569,Alhaji.NIN00972569@gmail.com,NGX
NIN-00910168,Alhassan.NIN00910168@gmail.com,NGX
NIN-00192711,Ali.NIN00192711@gmail.com,NGX
NIN-00694771,Alice.NIN00694771@gmail.com,NGX
NIN-00822503,Aliu.NIN00822503@gmail.com,NGX
NIN-00346192,Aliyu.NIN00346192@gmail.com,NGX
NIN-00888711,Amadu.NIN00888711@gmail.com,NGX
NIN-00601711,Amaechi.NIN00601711@gmail.com,NGX
NIN-00798711,Amaka.NIN00798711@gmail.com,NGX
NIN-00198711,Amarachi.NIN00198711@gmail.com,NGX
NIN-00978711,Amina.NIN00978711@gmail.com,NGX
NIN-00978572,Amina.NIN00978572@gmail.com,NGX
NIN-00105455,Aminatu.NIN00105455@gmail.com,NGX,AFEX,NCX
NIN-00988711,Aminu.NIN00988711@gmail.com,NGX
NIN-00393711,Amos.NIN00393711@gmail.com,NGX
NIN-00626711,Anas.NIN00626711@gmail.com,NGX
NIN-00008711,Anayo.NIN00008711@gmail.com,NGX
NIN-00316711,Andrew.NIN00316711@gmail.com,NGX
NIN-00196711,Angela.NIN00196711@gmail.com,NGX
NIN-00089711,Angelina.NIN00089711@gmail.com,NGX
NIN-00433711,Aniefiok.NIN00433711@gmail.com,NGX
NIN-00392711,Aniekan.NIN00392711@gmail.com,NGX
NIN-00735711,Anietie.NIN00735711@gmail.com,NGX
NIN-00361711,Anita.NIN00361711@gmail.com,NGX
NIN-00850711,Anna.NIN00850711@gmail.com,NGX,AFEX,LCFE
NIN-00851076,Anna.NIN00851076@gmail.com,NGX
NIN-00087206,Anthonia.NIN00087206@gmail.com,NGX
NIN-00475206,Anthony.NIN00475206@gmail.com,NGX
NIN-00431206,Arinze.NIN00431206@gmail.com,NGX
NIN-00631206,Arit.NIN00631206@gmail.com,NGX
NIN-00623206,Asabe.NIN00623206@gmail.com,NGX
NIN-00386206,Ashiru.NIN00386206@gmail.com,NGX,LCFE
NIN-00539206,Asiya.NIN00539206@gmail.com,NGX
NIN-00003206,Asmau.NIN00003206@gmail.com,NGX
NIN-00119206,Asuquo.NIN00119206@gmail.com,NGX
NIN-00208206,Atiku.NIN00208206@gmail.com,NGX
NIN-00579206,Atim.NIN00579206@gmail.com,NGX
